,sessionStepId,session.sessionId,steps.stepId,steps.filePath,steps.stepCategory,steps.prompt,start_time_groundtruth,end_time_groundtruth,session.sessionScriptId,steps.name,steps.sequenceNumber,steps.elicitType,session.language,sessionId,stepId,RatePhonationStepMaxVoicedDuration,RatePhonationStepMaxVoicedDurationNoAmbient,RatePhonationStepPauseCount,RatePhonationStepPauseCountNoAmbient,RatePhonationStepPauseMean,RatePhonationStepPauseMeanNoAmbient,RatePhonationStepPausePercent,RatePhonationStepPausePercentNoAmbient,RatePhonationStepSpeechEndTime,RatePhonationStepSpeechEndTimeNoAmbient,RatePhonationStepSpeechStartTime,RatePhonationStepSpeechStartTimeNoAmbient,RatePhonationStepSpeechTotalDuration,RatePhonationStepSpeechTotalDurationNoAmbient,RatePhonationStepTotalVoicedDuration,RatePhonationStepTotalVoicedDurationNoAmbient,RateSentenceStepArticulationSpeed,RateSentenceStepArticulationSpeedNoAmbient,RateSentenceStepMaxVoicedDuration,RateSentenceStepMaxVoicedDurationNoAmbient,RateSentenceStepPauseCount,RateSentenceStepPauseCountNoAmbient,RateSentenceStepPauseMean,RateSentenceStepPauseMeanNoAmbient,RateSentenceStepPausePercent,RateSentenceStepPausePercentNoAmbient,RateSentenceStepSpeechEndTime,RateSentenceStepSpeechEndTimeNoAmbient,RateSentenceStepSpeechSpeed,RateSentenceStepSpeechSpeedNoAmbient,RateSentenceStepSpeechStartTime,RateSentenceStepSpeechStartTimeNoAmbient,RateSentenceStepTotalSpeechDuration,RateSentenceStepTotalSpeechDurationNoAmbient,RateSentenceStepTotalVoicedDuration,RateSentenceStepTotalVoicedDurationNoAmbient,asr_engine_aws,asr_start_time_aws,asr_end_time_aws,transcript_aws,asr_engine_google,asr_start_time_google,asr_end_time_google,transcript_google
40,1053-20171225-0921-7,1053-20171225-0921,7,/home/prad/datasets/phonation_data/1053-20171225-0921-7.wav,phonation,"Say ""aaah""",0.60364,17.17659,vad_analysis,7,7,speech,en-us,1053-20171225-0921,7.0,16.53,16.425,0.0,0.0,0.0,0.0,0.0,0.0,17.12975,17.07,0.5997499999999993,0.645,16.53,16.425,16.53,16.425,,,16.53,16.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.12975,17.025,,,0.5997499999999993,0.675,16.53,16.349999999999998,16.53,16.349999999999998,aws,0.44,17.36,Oh!,google,,,
41,1003-20170606-0850-7,1003-20170606-0850,7,/home/prad/datasets/phonation_data/1003-20170606-0850-7.wav,phonation,"Say ""aaah""",0.0656,14.69057,vad_analysis,7,7,speech,en-us,1003-20170606-0850,7.0,14.535,14.505,0.0,0.0,0.0,0.0,0.0,0.0,14.6184375,14.565,0.0834374999999996,0.06,14.535,14.505,14.535,14.505,,,14.535,9.705,1.0,2.0,1.6499999999999986,0.4124999999999997,0.1018181818181818,0.0714285714285714,16.5834375,12.525,,,0.0834374999999996,0.135,16.5,12.39,14.82,11.505,aws,0.04,16.35,"Oh, uh, okay.",google,,,
42,1029-20171022-1032-7,1029-20171022-1032,7,/home/prad/datasets/phonation_data/1029-20171022-1032-7.wav,phonation,"Say ""aaah""",1.22192,10.33041,vad_analysis,7,7,speech,en-us,1029-20171022-1032,7.0,9.090000000000002,8.85,0.0,0.0,0.0,0.0,0.0,0.0,10.3104375,10.155,1.2204374999999996,1.305,9.090000000000002,8.85,9.090000000000002,8.85,,,9.090000000000002,8.76,0.0,0.0,0.0,0.0,0.0,0.0,10.3104375,10.065,,,1.2204374999999996,1.305,9.090000000000002,8.76,9.090000000000002,8.76,aws,1.14,10.56,Oh!,google,,,
43,1042-20180118-0823-7,1042-20180118-0823,7,/home/prad/datasets/phonation_data/1042-20180118-0823-7.wav,phonation,"Say ""aaah""",0.6467,13.99119,vad_analysis,7,7,speech,en-us,1042-20180118-0823,7.0,12.675,12.495,1.0,1.0,0.1050000000000004,0.2699999999999996,0.0101010101010099,0.0227531285551763,14.0031875,13.89,0.6381874999999999,0.705,13.364999999999998,13.185,13.23,12.885,,,13.335000000000004,12.435,0.0,1.0,0.0,0.375,0.0,0.0312499999999999,13.988187500000002,13.65,,,0.6531874999999996,0.69,13.335000000000004,12.96,13.335000000000004,12.555,aws,0.54,14.07,00!,google,,,
44,1006-20170801-0859-7,1006-20170801-0859,7,/home/prad/datasets/phonation_data/1006-20170801-0859-7.wav,phonation,"Say ""aaah""",1.48635,22.49662,vad_analysis,7,7,speech,en-us,1006-20170801-0859,7.0,21.0,20.91,0.0,0.0,0.0,0.0,0.0,0.0,22.472875,22.395,1.4728750000000002,1.485,21.0,20.91,21.0,20.91,,,21.0,16.125,1.0,2.0,0.4799999999999969,0.5925000000000011,0.0233356211393274,0.0695142378559462,23.327875,19.38,,,1.4728750000000002,1.47,21.855000000000004,17.91,21.345,16.665000000000006,aws,,,,google,,,
45,1056-20180123-1354-7,1056-20180123-1354,7,/home/prad/datasets/phonation_data/1056-20180123-1354-7.wav,phonation,"Say ""aaah""",1.32667,13.35997,vad_analysis,7,7,speech,en-us,1056-20180123-1354,7.0,11.835,9.704999999999998,0.0,1.0,0.0,0.4649999999999999,0.0,0.0483162518301613,13.1451875,11.58,1.3101874999999996,1.335,11.835,10.245,11.835,9.749999999999998,,,11.820000000000002,9.225,0.0,0.0,0.0,0.0,0.0,0.0,13.130187500000002,10.56,,,1.3101874999999996,1.335,11.820000000000002,9.225,11.820000000000002,9.225,aws,1.14,13.25,Uh huh.,google,,,
46,1010-20170828-0936-7,1010-20170828-0936,7,/home/prad/datasets/phonation_data/1010-20170828-0936-7.wav,phonation,"Say ""aaah""",0.0017399999999999,17.232029999999998,vad_analysis,7,7,speech,en-us,1010-20170828-0936,7.0,17.130000000000006,14.88,0.0,1.0,0.0,0.3150000000000013,0.0,0.0205357142857142,17.138625,16.8,0.0086249999999998,0.0,17.130000000000006,16.8,17.130000000000006,16.455000000000002,,,17.130000000000006,5.4,0.0,6.0,0.0,0.5100000000000002,0.0,0.261501210653753,17.138625,12.39,,,0.0086249999999998,0.0,17.130000000000006,12.39,17.130000000000006,9.15,aws,0.04,3.37,much more money must be donated to make this department succeed.,google,,,
47,1011-20170810-0958-7,1011-20170810-0958,7,/home/prad/datasets/phonation_data/1011-20170810-0958-7.wav,phonation,"Say ""aaah""",0.29235,29.95326,vad_analysis,7,7,speech,en-us,1011-20170810-0958,7.0,29.579999999999995,19.08,0.0,2.0,0.0,0.2850000000000001,0.0,0.0212765957446809,29.8585,29.91,0.2785000000000002,0.3,29.579999999999995,29.61,29.579999999999995,28.98,,,29.579999999999995,14.58,0.0,4.0,0.0,2.77125,0.0,0.3793803961401727,29.8585,29.82,,,0.2785000000000002,0.285,29.579999999999995,29.535,29.579999999999995,18.33,aws,0.64,14.17,a.,google,,,
48,1003-20170608-1519-7,1003-20170608-1519,7,/home/prad/datasets/phonation_data/1003-20170608-1519-7.wav,phonation,"Say ""aaah""",0.42864,12.02223,vad_analysis,7,7,speech,en-us,1003-20170608-1519,7.0,11.61,11.505,0.0,0.0,0.0,0.0,0.0,0.0,12.029625,11.94,0.4196249999999999,0.435,11.61,11.505,11.61,11.505,,,11.61,5.385,0.0,2.0,0.0,0.3450000000000002,0.0,0.0655307994757536,12.029625,11.895,,,0.4196249999999999,0.45,11.61,11.445,11.61,10.695,aws,0.34,12.16,uh,google,,,
49,1006-20180101-1128-7,1006-20180101-1128,7,/home/prad/datasets/phonation_data/1006-20180101-1128-7.wav,phonation,"Say ""aaah""",0.50065,24.06361,vad_analysis,7,7,speech,en-us,1006-20180101-1128,7.0,9.045,23.52,0.0,0.0,0.0,0.0,0.0,0.0,9.5465,24.015,0.5015000000000001,0.495,9.045,23.52,9.045,23.52,,,9.045,14.1,0.0,1.0,0.0,4.995000000000001,0.0,0.2611067809820732,9.5465,19.74,,,0.5015000000000001,0.495,9.045,19.245,9.045,14.22,aws,,,,google,,,
50,1037-20171027-1010-7,1037-20171027-1010,7,/home/prad/datasets/phonation_data/1037-20171027-1010-7.wav,phonation,"Say ""aaah""",0.26502,29.90694,vad_analysis,7,7,speech,en-us,1037-20171027-1010,7.0,29.535,29.595,0.0,0.0,0.0,0.0,0.0,0.0,29.8069375,29.865,0.2719374999999999,0.27,29.535,29.595,29.535,29.595,,,29.535,10.32,0.0,6.0,0.0,1.4949999999999994,0.0,0.3093306288032454,29.8069375,29.865,,,0.2719374999999999,0.285,29.535,29.58,29.535,20.43,aws,0.14,0.56,uh,google,,,
51,1017-20170817-1506-7,1017-20170817-1506,7,/home/prad/datasets/phonation_data/1017-20170817-1506-7.wav,phonation,"Say ""aaah""",1.21897,22.91876,vad_analysis,7,7,speech,en-us,1017-20170817-1506,7.0,21.69,21.645,1.0,0.0,2.265000000000001,0.0,0.0946196660482375,0.0,25.4625625,22.86,1.2075624999999994,1.215,24.25500000000001,21.645,21.96,21.645,,,21.69,10.2,1.0,3.0,2.265000000000001,0.3500000000000002,0.0946196660482375,0.0532212885154061,25.4625625,22.635,,,1.2075624999999994,1.215,24.25500000000001,21.42,21.96,20.28,aws,0.74,16.25,Oh!,google,,,
52,1011-20170620-0914-7,1011-20170620-0914,7,/home/prad/datasets/phonation_data/1011-20170620-0914-7.wav,phonation,"Say ""aaah""",0.09781,29.83196,vad_analysis,7,7,speech,en-us,1011-20170620-0914,7.0,29.73,17.73,0.0,2.0,0.0,0.4500000000000002,0.0,0.0323886639676113,29.8104375,29.745,0.0804374999999995,0.105,29.73,29.64,29.73,28.68,,,29.73,3.63,0.0,10.0,0.0,1.0650000000000002,0.0,0.3718797758532856,29.8104375,29.55,,,0.0804374999999995,0.105,29.73,29.445,29.73,18.495000000000005,aws,0.24,5.98,Oh!,google,,,
53,1047-20180212-1455-7,1047-20180212-1455,7,/home/prad/datasets/phonation_data/1047-20180212-1455-7.wav,phonation,"Say ""aaah""",1.09887,15.217570000000002,vad_analysis,7,7,speech,en-us,1047-20180212-1455,7.0,9.675,2.355,1.0,9.0,0.1349999999999998,0.9683333333333336,0.0112704918032786,0.6692737430167597,15.1888125,14.67,0.5488125000000004,1.245,14.64,13.425,14.475,4.44,,,15.044999999999998,3.99,0.0,7.0,0.0,0.6085714285714291,0.0,0.3289183222958056,15.1888125,14.79,,,0.1438125000000001,1.2,15.044999999999998,13.59,15.044999999999998,9.12,aws,1.04,15.35,Uh ah. Uh,google,,,
54,1028-20170919-1114-7,1028-20170919-1114,7,/home/prad/datasets/phonation_data/1028-20170919-1114-7.wav,phonation,"Say ""aaah""",0.43404,18.00391,vad_analysis,7,7,speech,en-us,1028-20170919-1114,7.0,17.520000000000003,14.505,0.0,2.0,0.0,0.2325,0.0,0.0303819444444445,17.950625000000006,17.775,0.430625,0.495,17.520000000000003,17.279999999999998,17.520000000000003,16.754999999999995,,,17.505000000000006,8.219999999999999,0.0,3.0,0.0,0.9400000000000008,0.0,0.248081841432225,17.950625000000006,12.255,,,0.4456249999999997,0.525,17.505000000000006,11.73,17.505000000000006,8.82,aws,0.34,9.55,Oh!,google,,,
55,1028-20170827-1353-7,1028-20170827-1353,7,/home/prad/datasets/phonation_data/1028-20170827-1353-7.wav,phonation,"Say ""aaah""",0.4232,16.71335,vad_analysis,7,7,speech,en-us,1028-20170827-1353,7.0,16.32,12.18,0.0,2.0,0.0,0.2400000000000002,0.0,0.0338664158043273,16.6740625,16.38,0.3540624999999999,0.435,16.32,15.945,16.32,15.405,,,16.32,8.775,0.0,3.0,0.0,0.5749999999999993,0.0,0.1175898931000971,16.6740625,15.855,,,0.3540624999999999,0.42,16.32,15.435,16.32,13.62,aws,0.34,16.75,uh,google,,,
56,1018-20170716-2243-7,1018-20170716-2243,7,/home/prad/datasets/phonation_data/1018-20170716-2243-7.wav,phonation,"Say ""aaah""",1.19589,20.80992,vad_analysis,7,7,speech,en-us,1018-20170716-2243,7.0,19.590000000000003,19.53,0.0,0.0,0.0,0.0,0.0,0.0,20.766875,20.76,1.176875,1.23,19.590000000000003,19.53,19.590000000000003,19.53,,,19.590000000000003,10.05,0.0,2.0,0.0,0.3975,0.0,0.0461538461538459,20.766875,19.83,,,1.176875,1.305,19.590000000000003,18.525,19.590000000000003,17.67,aws,1.54,16.76,Oh!,google,,,
57,1043-20180130-0845-7,1043-20180130-0845,7,/home/prad/datasets/phonation_data/1043-20180130-0845-7.wav,phonation,"Say ""aaah""",0.0,29.92,vad_analysis,7,7,speech,en-us,1043-20180130-0845,7.0,29.805,25.005,0.0,4.0,0.0,0.3525,0.0,0.0512305374183826,29.811625,29.88,0.0066250000000005,0.015,29.805,29.865,29.805,28.335,,,29.805,5.25,0.0,11.0,0.0,0.6422727272727273,0.0,0.3230668414154651,29.811625,22.89,,,0.0066250000000005,0.0,29.805,22.89,29.805,15.495000000000005,aws,,,,google,,,
58,1026-20171016-0901-7,1026-20171016-0901,7,/home/prad/datasets/phonation_data/1026-20171016-0901-7.wav,phonation,"Say ""aaah""",0.29658,23.30366,vad_analysis,7,7,speech,en-us,1026-20171016-0901,7.0,14.775,14.685,1.0,1.0,0.6600000000000001,0.6900000000000004,0.0300065231572081,0.0314341846758349,23.2764375,23.205,0.2814375,0.3,22.995,22.905,22.305,22.185,,,14.805,13.65,1.0,1.0,0.5849999999999991,0.7649999999999997,0.0267100977198697,0.0364762560220234,23.3064375,22.23,,,0.2814375,0.435,23.025,21.795,22.41,21.0,aws,0.54,10.16,Uh huh.,google,,,
59,1045-20171117-0812-7,1045-20171117-0812,7,/home/prad/datasets/phonation_data/1045-20171117-0812-7.wav,phonation,"Say ""aaah""",1.5590000000000002,20.62847,vad_analysis,7,7,speech,en-us,1045-20171117-0812,7.0,19.065,19.00500000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.6000625,20.565,1.5350625000000004,1.56,19.065,19.00500000000001,19.065,19.00500000000001,,,19.065,16.32,0.0,2.0,0.0,0.3900000000000005,0.0,0.0446215139442232,20.6000625,20.385,,,1.5350625000000004,1.56,19.065,18.825000000000006,19.065,17.985,aws,1.44,20.76,a.,google,,,
60,1008-20170710-1146-7,1008-20170710-1146,7,/home/prad/datasets/phonation_data/1008-20170710-1146-7.wav,phonation,"Say ""aaah""",1.45761,8.14252,vad_analysis,7,7,speech,en-us,1008-20170710-1146,7.0,6.705,6.645,0.0,0.0,0.0,0.0,0.0,0.0,8.1418125,8.1,1.4368125000000005,1.455,6.705,6.645,6.705,6.645,,,6.69,6.54,0.0,0.0,0.0,0.0,0.0,0.0,8.1268125,7.995,,,1.4368125000000005,1.455,6.69,6.54,6.69,6.54,aws,0.24,23.69,"Oh, oh!",google,,,
61,1011-20170619-1002-7,1011-20170619-1002,7,/home/prad/datasets/phonation_data/1011-20170619-1002-7.wav,phonation,"Say ""aaah""",0.72758,14.06559,vad_analysis,7,7,speech,en-us,1011-20170619-1002,7.0,10.2,10.125,1.0,1.0,0.2850000000000001,0.4199999999999999,0.023728813559322,0.0341685649202732,13.9974375,13.92,0.7224374999999998,0.75,13.275,13.17,12.96,12.72,,,13.275,6.195,0.0,3.0,0.0,0.8449999999999992,0.0,0.200918484500574,13.9974375,13.815,,,0.7224374999999998,0.75,13.275,13.065,13.275,10.44,aws,0.14,8.13,Oh!,google,,,
62,1033-20170902-0440-7,1033-20170902-0440,7,/home/prad/datasets/phonation_data/1033-20170902-0440-7.wav,phonation,"Say ""aaah""",1.95189,13.65839,vad_analysis,7,7,speech,en-us,1033-20170902-0440,7.0,11.37,,0.0,,0.0,,0.0,,13.366625,,1.9966250000000003,,11.37,,11.37,,,,11.355,,0.0,,0.0,,0.0,,13.351625,,,,1.9966250000000003,,11.355,,11.355,,aws,5.14,13.66,"Oh, uh",google,,,
63,1011-20170904-0949-7,1011-20170904-0949,7,/home/prad/datasets/phonation_data/1011-20170904-0949-7.wav,phonation,"Say ""aaah""",0.09779,26.82151,vad_analysis,7,7,speech,en-us,1011-20170904-0949,7.0,26.715,26.67,0.0,0.0,0.0,0.0,0.0,0.0,26.79075,26.76,0.0757499999999993,0.09,26.715,26.67,26.715,26.67,,,26.715,5.745,0.0,8.0,0.0,0.5587500000000011,0.0,0.1782065834279227,26.79075,26.52,,,0.0757499999999993,0.09,26.715,26.43,26.715,21.72,aws,0.04,3.07,Oh!,google,,,
64,1043-20180128-0738-7,1043-20180128-0738,7,/home/prad/datasets/phonation_data/1043-20180128-0738-7.wav,phonation,"Say ""aaah""",0.02136,29.96,vad_analysis,7,7,speech,en-us,1043-20180128-0738,7.0,29.85,28.38,0.0,1.0,0.0,0.254999999999999,0.0,0.0095333667837431,29.86437500000001,29.925,0.0143749999999993,0.03,29.85,29.895,29.85,29.61,,,29.85,10.71,0.0,7.0,0.0,2.012142857142857,0.0,0.4776942355889724,29.86437500000001,29.925,,,0.0143749999999993,0.0,29.85,29.925,29.85,15.63,aws,,,,google,,,
65,1053-20180101-1108-7,1053-20180101-1108,7,/home/prad/datasets/phonation_data/1053-20180101-1108-7.wav,phonation,"Say ""aaah""",0.66924,16.0757,vad_analysis,7,7,speech,en-us,1053-20180101-1108,7.0,15.330000000000002,15.27,0.0,0.0,0.0,0.0,0.0,0.0,15.9954375,15.945,0.6654375000000003,0.675,15.330000000000002,15.27,15.330000000000002,15.27,,,15.315,15.24,0.0,0.0,0.0,0.0,0.0,0.0,15.9804375,15.945,,,0.6654375000000003,0.705,15.315,15.24,15.315,15.24,aws,0.54,7.35,Oh!,google,,,
66,1056-20180216-1855-7,1056-20180216-1855,7,/home/prad/datasets/phonation_data/1056-20180216-1855-7.wav,phonation,"Say ""aaah""",1.73075,13.3289,vad_analysis,7,7,speech,en-us,1056-20180216-1855,7.0,3.555,8.985,1.0,3.0,0.2699999999999996,0.4899999999999996,0.0560224089635855,0.139784946236559,7.141625,12.9,1.786625,1.74,5.355,11.16,5.055,9.6,,,5.355,8.355,0.0,0.0,0.0,0.0,0.0,0.0,7.141625,10.095,,,1.786625,1.74,5.355,8.355,5.355,8.355,aws,1.54,9.22,Oh!,google,,,
67,1018-20170707-2338-7,1018-20170707-2338,7,/home/prad/datasets/phonation_data/1018-20170707-2338-7.wav,phonation,"Say ""aaah""",1.38592,20.68584,vad_analysis,7,7,speech,en-us,1018-20170707-2338,7.0,19.395,19.26,0.0,0.0,0.0,0.0,0.0,0.0,20.7604375,20.64,1.3654375,1.38,19.395,19.26,19.395,19.26,,,19.41,9.66,0.0,4.0,0.0,0.8550000000000004,0.0,0.1848081440877056,20.7754375,20.535,,,1.3654375,1.38,19.41,19.155,19.41,15.615,aws,0.84,20.85,Uh oh. Uh huh.,google,,,
68,1024-20170721-2305-7,1024-20170721-2305,7,/home/prad/datasets/phonation_data/1024-20170721-2305-7.wav,phonation,"Say ""aaah""",0.75317,8.59539,vad_analysis,7,7,speech,en-us,1024-20170721-2305,7.0,7.83,7.800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.5733125,8.55,0.7433125000000005,0.75,7.83,7.800000000000002,7.83,7.800000000000002,,,7.83,4.920000000000001,0.0,1.0,0.0,0.7349999999999999,0.0,0.0994152046783625,8.5733125,8.505,,,0.7433125000000005,0.81,7.83,7.695,7.83,6.9300000000000015,aws,0.74,13.87,"Oh, uh",google,,,
69,1015-20170730-2158-7,1015-20170730-2158,7,/home/prad/datasets/phonation_data/1015-20170730-2158-7.wav,phonation,"Say ""aaah""",0.87523,16.21837,vad_analysis,7,7,speech,en-us,1015-20170730-2158,7.0,15.345,15.15,0.0,0.0,0.0,0.0,0.0,0.0,16.192875,16.035,0.8478749999999997,0.885,15.345,15.15,15.345,15.15,,,15.36,10.305,0.0,2.0,0.0,0.5324999999999998,0.0,0.0855188141391106,16.207875,14.01,,,0.8478749999999997,0.855,15.36,13.155,15.36,12.03,aws,0.14,14.71,"um, Emma. Mm.",google,,,
70,1024-20170710-2301-7,1024-20170710-2301,7,/home/prad/datasets/phonation_data/1024-20170710-2301-7.wav,phonation,"Say ""aaah""",1.08249,13.08283,vad_analysis,7,7,speech,en-us,1024-20170710-2301,7.0,11.985,11.91,0.0,0.0,0.0,0.0,0.0,0.0,13.0601875,13.005,1.0751875000000002,1.095,11.985,11.91,11.985,11.91,,,11.985,9.045,0.0,0.0,0.0,0.0,0.0,0.0,13.0601875,10.17,,,1.0751875000000002,1.125,11.985,9.045,11.985,9.045,aws,1.44,2.22,Uhh.,google,,,
71,1006-20171120-0642-7,1006-20171120-0642,7,/home/prad/datasets/phonation_data/1006-20171120-0642-7.wav,phonation,"Say ""aaah""",0.60865,24.99299,vad_analysis,7,7,speech,en-us,1006-20171120-0642,7.0,24.39,24.135,0.0,0.0,0.0,0.0,0.0,0.0,24.9478125,24.735,0.5578124999999998,0.6,24.39,24.135,24.39,24.135,,,24.39,18.075000000000006,0.0,2.0,0.0,0.8249999999999993,0.0,0.0749014454664913,24.9478125,23.445,,,0.5578124999999998,0.615,24.39,22.83,24.39,21.120000000000005,aws,0.92,13.51,Ah.,google,,,
72,1028-20170920-1721-7,1028-20170920-1721,7,/home/prad/datasets/phonation_data/1028-20170920-1721-7.wav,phonation,"Say ""aaah""",0.61624,16.7656,vad_analysis,7,7,speech,en-us,1028-20170920-1721,7.0,16.14,10.14,0.0,3.0,0.0,0.3799999999999996,0.0,0.0807086614173228,16.74025,15.87,0.6002500000000004,0.63,16.14,15.239999999999998,16.14,14.009999999999998,,,16.14,9.6,0.0,3.0,0.0,1.2750000000000004,0.0,0.2690721649484536,16.74025,15.18,,,0.6002500000000004,0.63,16.14,14.55,16.14,10.635,aws,0.54,16.87,"Oh, Uh ah.",google,,,
73,1056-20171230-1736-7,1056-20171230-1736,7,/home/prad/datasets/phonation_data/1056-20171230-1736-7.wav,phonation,"Say ""aaah""",0.71795,15.41161,vad_analysis,7,7,speech,en-us,1056-20171230-1736,7.0,13.679999999999998,9.42,1.0,2.0,0.240000000000002,1.0199999999999996,0.0188284518828454,0.1641266119577961,15.0455,13.53,0.7055000000000002,0.735,14.339999999999998,12.795,14.069999999999997,10.695,,,14.339999999999998,9.3,0.0,1.0,0.0,0.6150000000000002,0.0,0.0642750373692077,15.0455,10.755,,,0.7055000000000002,0.72,14.339999999999998,10.035,14.339999999999998,9.39,aws,0.64,15.06,Mm hmm.,google,,,
74,1011-20170922-0954-7,1011-20170922-0954,7,/home/prad/datasets/phonation_data/1011-20170922-0954-7.wav,phonation,"Say ""aaah""",0.09775,23.31592,vad_analysis,7,7,speech,en-us,1011-20170922-0954,7.0,23.235,23.085,0.0,0.0,0.0,0.0,0.0,0.0,23.3201875,23.175,0.0851875000000004,0.09,23.235,23.085,23.235,23.085,,,23.235,7.800000000000002,0.0,6.0,0.0,0.7074999999999997,0.0,0.194206714944042,23.3201875,22.965,,,0.0851875000000004,0.18,23.235,22.785,23.235,18.36,aws,,,,google,,,
75,1028-20170831-1025-7,1028-20170831-1025,7,/home/prad/datasets/phonation_data/1028-20170831-1025-7.wav,phonation,"Say ""aaah""",0.51307,21.88377,vad_analysis,7,7,speech,en-us,1028-20170831-1025,7.0,21.36,19.74,0.0,2.0,0.0,0.2699999999999978,0.0,0.0286944045911046,21.844,21.45,0.484,0.54,21.36,20.91,21.36,20.31,,,21.36,5.5349999999999975,0.0,7.0,0.0,1.2664285714285717,0.0,0.4336917562724015,21.844,21.45,,,0.484,0.525,21.36,20.925,21.36,11.849999999999998,aws,0.44,14.06,Um uh,google,,,
76,1015-20170619-1815-7,1015-20170619-1815,7,/home/prad/datasets/phonation_data/1015-20170619-1815-7.wav,phonation,"Say ""aaah""",0.24798,14.87471,vad_analysis,7,7,speech,en-us,1015-20170619-1815,7.0,14.564999999999998,2.835,1.0,3.0,0.5100000000000016,4.135,0.0338345864661655,0.7903225806451614,16.198124999999994,16.065,0.2381250000000001,0.255,15.959999999999996,15.81,15.419999999999996,3.3150000000000004,,,15.959999999999996,6.435,0.0,5.0,0.0,1.503,0.0,0.4956353055286132,16.198124999999994,15.705,,,0.2381250000000001,0.24,15.959999999999996,15.465,15.959999999999996,7.799999999999998,aws,,,,google,,,
77,1023-20170806-2204-7,1023-20170806-2204,7,/home/prad/datasets/phonation_data/1023-20170806-2204-7.wav,phonation,"Say ""aaah""",0.23545,26.19949,vad_analysis,7,7,speech,en-us,1023-20170806-2204,7.0,26.145,26.085,0.0,0.0,0.0,0.0,0.0,0.0,26.36675,26.1,0.2217500000000001,0.015,26.145,26.085,26.145,26.085,,,26.355,8.31,0.0,10.0,0.0,1.0815,0.0,0.4642857142857144,26.36675,24.18,,,0.0117500000000001,0.24,26.355,23.94,26.355,12.825,aws,1.02,13.7,"uh, you",google,,,
78,1039-20170919-2248-7,1039-20170919-2248,7,/home/prad/datasets/phonation_data/1039-20170919-2248-7.wav,phonation,"Say ""aaah""",0.10087,15.51056,vad_analysis,7,7,speech,en-us,1039-20170919-2248,7.0,8.265,1.905,2.0,8.0,0.8399999999999999,0.77625,0.1150793650793651,0.6847133757961782,15.20925,9.555,0.0892499999999998,0.135,15.12,9.42,13.38,2.970000000000001,,,8.25,3.945,2.0,3.0,0.8999999999999995,1.0900000000000003,0.1231380337636545,0.2894056847545219,15.194249999999998,11.715,,,0.0892499999999998,0.105,15.105,11.61,13.244999999999996,8.25,aws,12.78,15.16,okay. Oh.,google,,,
79,1047-20180105-1206-7,1047-20180105-1206,7,/home/prad/datasets/phonation_data/1047-20180105-1206-7.wav,phonation,"Say ""aaah""",0.8610399999999999,24.77925,vad_analysis,7,7,speech,en-us,1047-20180105-1206,7.0,21.285,4.02,2.0,2.0,0.2175000000000011,5.985,0.0207416719044628,0.7412199630314235,24.7200625,17.145,0.8550624999999998,0.915,23.865,16.23,23.37,4.1999999999999975,,,23.19,10.665,1.0,7.0,0.3000000000000007,0.5314285714285718,0.013819095477387,0.2239316239316235,24.7350625,18.435,,,0.8550624999999998,0.885,23.88000000000001,17.549999999999994,23.55,13.620000000000005,aws,,,,google,,,
80,1018-20170822-2328-7,1018-20170822-2328,7,/home/prad/datasets/phonation_data/1018-20170822-2328-7.wav,phonation,"Say ""aaah""",0.73377,15.5085,vad_analysis,7,7,speech,en-us,1018-20170822-2328,7.0,14.67,14.61,0.0,2.0,0.0,0.3825000000000012,0.0,0.0528846153846153,15.48125,16.44,0.8112499999999998,0.84,14.67,15.6,14.67,14.775000000000002,,,15.06,12.855,0.0,1.0,0.0,2.549999999999999,0.0,0.1657032755298651,15.87125,16.455,,,0.8112499999999998,0.885,15.06,15.57,15.06,12.989999999999998,aws,1.18,20.07,00!,google,,,
81,1036-20170914-2137-7,1036-20170914-2137,7,/home/prad/datasets/phonation_data/1036-20170914-2137-7.wav,phonation,"Say ""aaah""",1.78885,11.96187,vad_analysis,7,7,speech,en-us,1036-20170914-2137,7.0,10.14,9.795,0.0,0.0,0.0,0.0,0.0,0.0,11.9345,11.67,1.7944999999999998,1.875,10.14,9.795,10.14,9.795,,,10.14,9.135,0.0,0.0,0.0,0.0,0.0,0.0,11.9345,10.995,,,1.7944999999999998,1.86,10.14,9.135,10.14,9.135,aws,1.64,11.67,Uh huh. Mhm. Mhm. Mm.,google,,,
82,1038-20171111-0958-7,1038-20171111-0958,7,/home/prad/datasets/phonation_data/1038-20171111-0958-7.wav,phonation,"Say ""aaah""",0.22562,11.1538,vad_analysis,7,7,speech,en-us,1038-20171111-0958,7.0,10.845,5.475,0.0,4.0,0.0,0.2999999999999997,0.0,0.1258941344778255,11.112125,10.785,0.2671250000000001,0.3,10.845,10.485,10.845,9.165,,,10.86,9.315,0.0,1.0,0.0,0.3000000000000001,0.0,0.0321637426900584,11.127125,10.575,,,0.2671250000000001,0.315,10.86,10.26,10.86,9.93,aws,0.24,11.25,mhm.,google,,,
